p1,p2,p3,p4
-0.04055200745436034,-0.06683078854052797,0.00032716106833000037,0.0035737292262430008
0.12342658040875364,0.0160280814274537,-0.023125514167415963,-0.02150765449741237
0.12235270337189816,0.06596191188083056,0.007576409204955369,-0.004048917305933975
-0.1262079423897799,0.01730066859394231,0.027076822215499476,0.02013266413607089
0.12258441296651355,-0.018979205160947032,0.003479619873291752,-0.019465734321010772
-0.12474829097346685,-0.06600510556836169,-0.020883681093877816,-0.021980828594308038
-0.04309008805405494,-0.015659234569860025,-0.005300260181456244,-0.02265184512683126
-0.12604603151172225,0.015743742350023588,0.006199195562721066,0.02488885404149248
-0.12608876056442203,-0.06932340630448985,-0.004559164588870019,-0.007885567788849756
0.12428244323403247,0.06617519749342836,-0.02344300865136443,-0.003923987964489268
0.1258979493450201,0.016181436590287403,0.019954704177961174,-0.020506291495854697
0.12407965358441077,0.06716145943655677,-0.005270154632257478,-0.0045397231571613385
-0.043429707740698605,0.06849733423992292,-0.007942474852662477,-0.022495685115630385
-0.12168954905511425,-0.06962323599823485,-0.003135135120966171,-0.0062180530998555235
0.12214540767293353,-0.014688754575059786,-0.011622838220803657,-0.002566530430390199
-0.12456727441283118,0.015627707040289752,-0.0053923722225338155,-0.0014580290213053514
-0.1254076730329846,-0.01728962505395201,0.006637495083397963,-0.007671154409248363
-0.04195433080023892,-0.06979711840885935,-0.010520549885368477,-0.005180467854052241
0.12507343637689583,0.01879886396800169,0.023291508990713816,-0.020774155021516243
-0.12498898977961842,-0.016591358331201535,0.024012174107770155,0.004595673362650203
-0.046346789923112024,-0.06701815097502478,-0.00688965024442393,-0.007143071550444387
-0.12514737465755651,-0.06998028082769193,0.025093646223550026,-0.0066429789815416725
0.12339925476873786,0.06666005656920676,0.022680131613684568,0.004289877990270794
-0.12533042554011,-0.01436661773496695,-0.021797396811586496,0.026008377871436002
-0.04107575260778899,0.013945574717251899,-0.0029124867002057043,-0.005722194613660618
-0.127373476056549,-0.014355038339584996,-0.02441951740264552,-0.02072162475555907
0.043349772633329,0.06824197124384844,-0.006092106285887022,-0.024085032892163648
0.04133836478688909,0.017044341795269594,0.004918047651329291,-0.022306602344939773
0.12301259160744578,0.02041298414933031,-0.005578940829520371,-0.00693237000324647
0.04151746848341704,-0.0660770490643234,-0.022850496477100118,-0.0029766384655386877
-0.04215639367846933,-0.07410676639749263,-0.008171754691171483,0.005089825497013668
0.04171327834310704,0.018952783513872005,-0.0041921495368867625,-0.02310292256821574
0.04132259211269173,0.021716920846605023,-0.024812518632929145,0.01948453660049527
-0.04128060168740076,-0.012888327241370979,0.020192176676550985,-0.021402956650263958
-0.04105016941200475,0.011140017403535629,-0.02224895176002001,0.004912716893372492
-0.03887927186851706,0.01953465011715399,-0.02100058025666109,0.022452250585383086
0.12591363852136617,0.06772344012717194,0.00769057570601435,-0.023075107871160155
0.04307070133284013,0.06669148245424225,0.02163565267466291,-0.0051518118607148215
-0.04020582722447514,0.07080996618205765,-0.004071095629922664,0.0031431775054007803
0.04003414662176077,-0.0734070796841233,0.02196532324417516,-0.006367953017239491
-0.04163796998714317,0.06930989581297052,0.019670402243969813,0.002217875973230293
0.04171193600453308,0.06842964001502133,0.003309407253240583,-0.02005007853587528
0.04039580022903387,-0.07094542879572932,-0.004191664698926133,-0.00423164340916081
