,n1,n2,n3
0,0.09132860256204263,-0.07228118965424506,0.02822223719585175
1,-0.014134917652078693,0.06889457086266193,0.05918566897358682
2,-2.340808505163494e-05,-0.023754986540429818,-0.003020491999416508
3,0.06464746044103528,-0.08871860640993605,0.0036093988328536886
4,0.058645558680162885,-0.08206014093124538,0.05882533016388129
5,-0.034335124421281116,0.06288085651843726,0.04713723620761061
6,-0.016346798569147614,0.0253937179821781,-0.020494933093501977
7,-0.0422171944017527,0.08812948792185721,0.011081131536106376
8,-0.07412800655765017,0.030446359041463117,-0.0829154071589833
9,-0.0036745161625634515,0.0119230830918243,0.04546067478842292
10,0.007953959160580254,-0.05008990310811991,-0.02565619870998198
11,-0.03883691900930164,0.011307063582329163,-0.015714629946718683
12,0.01604633871146713,0.010582558612862211,0.01932879785258866
13,-0.006585621533788,0.017637985930971406,0.027010957176191314
14,-0.0631617198212045,0.06314310400319142,-0.03961334113037117
15,-0.0007310499738825693,-0.024684783323016157,-0.00977464419733938
16,-0.02866200037536981,0.0014349199459597062,-0.07479084564786286
17,0.0047362685326843845,0.02576983779630443,0.06412629124005959
18,-0.0023711832717141224,0.048627347430401896,0.02437450282252196
19,0.0013308322972584719,0.053848003723334606,0.09576301033935501
20,-0.0020492914978422483,-0.005051228536604974,-0.00617878249095688
21,0.11849947037374511,-0.10254240143093823,0.03546806128709307
22,0.026540129228541515,0.02263491860399834,-0.010775611680307204
23,-0.1343101208304021,0.11056972921544098,-0.06410379083677839
24,-0.050647816628266756,0.029392440409421017,-0.005078988068945606
25,-0.03546739694636211,0.052421767822555074,0.05595540433307554
26,0.002556327984943735,0.014680527647057531,0.00798419097016101
27,0.08434660926966836,-0.08639754751375103,0.07432332911308692
28,-0.023717873230362285,0.0637273628642629,0.04796989218855066
29,-0.006376980375031149,-0.00913582143513511,-0.044691740908534505
30,-0.0020702213921800494,0.0223025607595273,0.016010086353426822
31,0.0059976582282137425,0.0036696929482721574,-0.0036851326396622336
32,0.0009415024281636819,-0.02406353369564619,-0.03563400829905723
33,0.015802246717651652,-0.026984007367313267,0.006861549064430095
34,-0.03533941471196153,0.027095511033476807,0.019261689317134692
35,-0.021322479416664653,0.02222555148543745,0.042421840874923386
36,0.006335200801624807,-0.03620560565067671,-0.06972066181346724
37,0.013643559018651469,0.0008161430403675063,0.11923711801564724
38,-0.024244665514053326,0.014662136213327515,-0.03877149103484931
39,-0.03347945020003046,0.02657970537533577,-0.028747549022297286
40,0.07729850706102741,-0.025004591312265984,0.07419344339849399
41,-0.014353714927015093,0.0069701011957517545,-0.037647014704215984
42,-0.05664396662737617,0.09109425587222864,0.03897406401732348
43,-0.062271582907855144,0.08410762660666733,0.014952764858899042
44,-0.011216567803388616,-0.02579128807849483,-0.052690413097073965
45,0.008246528092248712,-0.026832241233813822,-0.021163658741605126
46,-0.03623990328278537,0.007873040631866918,-0.026851426805153455
47,0.02192598787162328,0.02637347737876479,0.07417209051511929
48,0.03744787834285215,0.015703544976418002,0.08875287887467319
49,0.024545516179386773,-0.03325654816300791,-0.009507768830118751
50,0.02056580863195842,-0.02460654601301321,-0.004799720372365174
51,-0.016968292821362863,0.0006431834562833777,-0.05840133371991231
52,0.042629735299163696,-0.04774933173270249,0.05521478682435202
53,-0.006028011560339469,-0.023188068041055526,-0.03121912836130261
54,-0.037401673725481865,0.05388401566409515,0.023272281014810672
55,0.08791679679049945,-0.07427485374561973,0.0819465720544621
