p1,p2,p3,p4
-0.05152466233664746,-0.03363855726231142,0.002800950705168212,0.00788424813486277
0.07531206501660798,0.014350620519427204,-0.012212603062958148,-0.03676726931132878
0.06842907616982538,0.042286964372560076,0.004299363413119241,-0.0013112642357452839
-0.06388761297087106,0.02523147166376212,0.01549265166107583,0.01893262538407206
0.11512194811222112,-0.005881070784527848,0.0023803536920078555,-0.012634202250532155
-0.09363972040281915,-0.04457071710799591,-0.03277632816808375,-0.012920255434179413
-0.010408972879330125,0.0025110027733840287,-0.005876464567845872,-0.030513805557339256
-0.07694770611150804,0.008089244032618473,0.0039701889479272084,0.01322862123545275
-0.10913015957771488,-0.03266758238792586,-0.008251596601921735,-0.005101008849184449
0.0698504833729979,0.05407350256407403,-0.010222519914102828,-0.005766742323884404
0.09821860624879938,0.02177372567997414,0.012157904542645995,-0.008716662403553642
0.10794106384769714,0.059155530137398674,-0.002566130604241247,-0.003571471496189811
-0.03765231590483101,0.031511145058992704,-0.005462376753510509,-0.013045534710084919
-0.09155838180694381,-0.031930968533796955,-0.009606573846087915,-0.0012056111869874
0.077938405303505,-0.021132148910124188,-0.004039624514252035,-0.0002195015789130672
-0.10848434483771667,0.007691474934477208,-0.0049265794665476065,-0.002507846034187078
-0.06412786735881688,-0.015955760475339593,0.004853342865257522,-0.001824886930152092
-0.05555617836428048,-0.02519764072977542,-0.006246121653200966,-0.0006486404627277509
0.11570354292569604,0.006953730282566628,0.008344344925599545,-0.023084470589253565
-0.09511095826158553,-0.017628502316100393,0.01222382003952472,0.007132316259424766
-0.015043483776940647,-0.03590073435554677,-0.004182247018107842,-0.002309577673735873
-0.12478975740380978,-0.05296222915855449,0.008796640803367783,-0.0045629976870757635
0.11380862569870956,0.04341199438578158,0.010644391028043515,0.0041413203309737315
-0.0702029226991482,-0.005071214427814427,-0.013773698709636586,0.019227093048701085
-0.026206856342434193,0.005284954358782741,-0.007141443892749698,0.0014417344301878021
-0.1090972294012083,-0.013892386823003866,-0.012019473285122456,-0.010817134037971854
0.007879656471954544,0.031241112244664464,-0.004446439717695691,-0.019109712592426817
0.013743506872022138,0.007928290261916465,0.006464167283521519,-0.008163467496408644
0.09274435617327817,0.02253717967993242,-0.005249420507013054,-0.003388861903128107
0.05538813076874809,-0.034325307619339315,-0.02096361646237778,-0.003955859382587822
-0.02824436219341564,-0.037726391636617986,-0.008723652141564377,0.002698560082060243
0.03554868165386596,0.004458902565182665,-0.005186316133060337,-0.015352503267467003
0.05433423290589798,0.01137931938591455,-0.011061225961939473,0.023280716161213105
-0.037330643142444,-0.013625901254891062,0.0197735764199624,-0.013167921177505842
-0.01234242363309282,0.019947427484534236,-0.02054256428284791,0.004335355745076291
-0.049357775058946424,0.026088525729865433,-0.022391336422098743,0.013246729895340793
0.12230653990025267,0.036062218230828745,-0.0001091458124960129,-0.010261050468141027
0.049182762835761076,0.036170923684107466,0.0112271081524919,-0.005184921460348393
-0.016275744958824473,0.05460700840505541,-0.008071579546139115,0.0063556295697219725
0.06066828760463752,-0.04870789346374773,0.008285021540034777,-0.00047179202564483214
-0.037108528447256234,0.0335467579293096,0.007874037130015811,0.0022908140142958028
0.004597767858273205,0.03583319415895611,0.00462280022467787,-0.019245611263923643
0.029849152513935565,-0.025418435178024827,-0.004039136152510843,-0.0053253251073593355
-0.07780037192792578,-0.01593814064881261,0.013028305947206269,0.015927580574125015
0.06616992606529457,-0.012405396178065534,-0.004346380200869096,0.0008273886242045128
0.0063149993714289865,0.03126391323903415,0.00843283964754482,0.005427882450256889
0.07650964965161758,0.0029756240108709045,0.016445934581276536,-8.358383604360753e-05
-0.0528994430357079,0.056249528433835974,0.005560635209024681,-0.008210908495889999
0.12331710703027443,-0.01451320850239353,-0.007754796681239184,0.01353734642089853
0.055383284568412586,0.019047288275012265,-0.0197452948761593,0.00834283739868303
0.05018262103175952,0.01055943730211719,0.014886473024873163,0.010929174901627085
0.032470590161021315,0.0405061436462639,0.0013598407099496002,0.014842368891311492
0.11226817627617586,-0.006631696556528961,0.002807315371348644,0.021952337858819213
0.09144130264708328,-0.013373516018945986,0.001074719049965825,-0.0053682650886486966
-0.0580376564658131,0.002444748050903854,-0.016594312247498057,0.014847286320849688
0.09832499986591872,0.009265285454703981,-0.009200998357787642,0.0013770121991476675
-0.057144048666029235,-0.007630252809282416,-0.006787156022500247,-0.019391692416596565
-0.11901419733761782,-0.03747138781179353,-0.010069771798364907,0.0013287362314875414
0.09319138051503977,0.05496615340877328,0.002939954423926666,-0.008650622749057028
-0.08055393333406304,0.009786152411042068,0.0069125507793909025,0.012985618383603563
-0.09233684971715302,0.021366669660425573,-0.004131954523551536,-0.006590375638888098
-0.05803249285513298,-0.013346647303392627,-0.0037410833288662113,0.0013432118888750955
0.10847825239413075,0.046287369435671424,0.0006619543733718675,-0.005169425061562073
0.022152170388362924,0.025561517917130426,-0.020311417287632527,0.0014070288536828165
-0.007296456480123781,-0.0411755398092594,0.006238359629829611,0.012108696988851274
-0.08948806623664568,-0.02770951518015303,0.014235010144915995,-0.0005194299176730574
0.04806848890315088,0.028732207808600335,0.0035811091061123887,-0.01387278853741284
-0.05090056596602366,0.022806438721906866,0.010319232757336413,-0.003413301667465292
0.006956957938289432,-0.013813811462663791,-0.0004136903933116831,0.020304253932718216
0.0052407988214981105,0.009817720134071187,0.010997034882205978,0.01801792220524724
0.03863624166099912,-0.030033177631557488,0.002628161881486561,0.014498283705636307
0.06882243217856548,0.023589810100089863,-0.017347331968488207,-0.004094779575065169
0.09268912345489336,0.01781507718370659,-0.008304298643383216,-0.0014712891084223342
0.025307136146411474,-0.02476970922703653,-0.021888756329910095,-0.003506147924509803
0.033885361293791466,0.04468065258510291,0.00013746004566912023,-0.010469627263513887
-0.12460262734808152,0.01132040253090534,-0.01999685473325591,0.0025786216398553594
-0.016809969843483596,0.020004831891458574,0.004107283458601528,-0.0024358212359427978
