,n1,n2,n3
0,-189.19283333333334,831.5539166666666,-319.86108333333334
1,651.397,-724.52525,-134.37175
2,-751.8556666666667,717.9268333333333,301.42883333333333
3,256.25416666666666,5.061916666666668,-722.8160833333333
4,-340.8341666666667,465.92708333333337,346.40708333333333
5,206.80541666666664,-50.30383333333333,754.9984166666666
6,-102.68650000000001,73.745,-703.5585
7,148.02666666666667,-41.74308333333333,622.2164166666666
8,485.8067500000001,-500.976,-21.330750000000002
9,-128.82958333333332,272.88866666666667,842.4409166666667
10,386.8125,-846.5754999999999,606.2629999999999
11,27.619333333333334,57.161583333333326,-63.28091666666667
12,64.065,324.112,289.323
13,-408.34883333333335,233.0849166666667,762.7639166666667
14,361.13375,-491.92449999999997,215.29075
15,103.87533333333332,-284.0179166666667,-703.3574166666666
16,-294.4739166666667,410.5918333333333,-264.61791666666664
17,-836.8779999999999,489.65,-67.27199999999999
18,-168.92466666666667,83.69458333333333,435.73008333333337
19,750.3739166666667,-262.1453333333333,-84.72858333333333
20,-51.67075,133.7465,-73.57575
21,128.33058333333332,63.97658333333334,22.192833333333336
22,369.17358333333334,-517.2454166666666,77.57183333333333
23,185.26633333333336,-425.8679166666667,-393.89841666666666
24,-62.39941666666667,408.9028333333333,404.9965833333333
25,-237.1395,-151.20675,-315.15375
26,-94.41691666666668,-362.56991666666664,-349.5131666666667
27,-529.52325,786.00475,-76.9815
28,-58.166333333333334,214.91666666666669,-5.2503333333333355
29,-67.24225,91.19000000000001,-165.44775
30,37.32,167.9785,553.2014999999999
31,247.50541666666666,-953.8640833333332,-35.14133333333333
32,90.462,-84.43025,-716.53175
33,-229.40641666666664,221.95783333333335,-787.0514166666667
34,217.71766666666667,175.44516666666667,-78.66283333333334
35,419.03375,-229.80375000000004,384.27
36,274.58275,53.0855,533.83175
37,267.6715,-106.49425000000001,-878.67725
38,89.43383333333333,-237.46191666666664,422.52808333333337
39,140.5115,-989.2437499999999,372.23224999999996
40,77.805,32.03575,-393.34074999999996
41,-635.7228333333333,130.85766666666666,-421.6348333333333
42,100.63933333333334,-384.7209166666667,95.58158333333333
43,-277.85266666666666,796.7458333333333,63.60683333333333
44,-118.23541666666668,-212.86966666666666,-607.3949166666666
45,166.10058333333333,29.47758333333333,451.9218333333333
46,-0.10983333333333345,275.98991666666666,718.6199166666668
47,-45.74525,138.66925,-39.424
48,589.1291666666667,-655.8150833333334,121.18591666666666
49,-82.43933333333334,202.97991666666667,-332.04058333333336
50,137.91458333333335,-226.90841666666665,27.493833333333335
51,-189.2765833333333,369.55741666666665,362.21916666666664
52,-211.59324999999998,45.86825,-554.775
53,-284.4605,12.759000000000002,856.2015
54,156.76591666666667,-714.7458333333333,514.4799166666667
55,-278.93483333333336,618.3606666666667,-22.925833333333333
56,222.2744166666667,-603.3163333333333,-99.45808333333333
57,-343.4625,378.20975,-623.24725
58,-466.34524999999996,363.88325,-404.038
59,290.06083333333333,-393.72591666666665,-428.8349166666667
60,-96.78975,-83.65825,360.948
61,-446.35275,537.157,-160.30425000000002
62,250.994,-298.43475,644.94075
63,88.77025,-130.85575,-402.4145
64,137.8795,24.342249999999993,700.27825
65,-520.6080000000001,134.28275000000002,-259.17475
66,-322.4945,684.4657500000001,-499.47125000000005
67,481.08875,-607.77525,-463.81350000000003
68,-201.01091666666667,-200.82466666666664,1021.3355833333335
69,447.52,120.5415,-116.56150000000001
70,-554.3413333333333,277.07116666666667,-160.22983333333332
71,-9.833666666666666,245.18958333333333,647.1440833333334
72,-62.81824999999999,-9.721499999999999,795.03975
73,-269.9411666666667,123.55133333333333,678.8898333333333
74,305.04999999999995,-109.89349999999999,602.3435000000001
75,-327.98766666666666,361.86158333333333,628.6260833333333
76,381.0740833333333,-413.76616666666666,-724.8079166666666
77,-25.83025,-189.90675,55.23700000000001
78,-238.3465,214.24174999999997,390.60474999999997
79,47.8795,135.67275,-830.0522500000001
80,13.514999999999999,322.929,-185.94399999999996
81,-76.21958333333333,-269.68033333333335,-548.6000833333334
82,-286.2778333333334,447.59866666666665,22.17916666666666
83,-21.60875,-166.4965,-162.39475
84,406.34591666666665,-86.04133333333334,-709.8045833333333
85,114.21466666666667,128.00841666666668,107.27691666666666
86,-127.54425,-216.08200000000002,-546.87375
87,-199.08999999999997,-144.873,-602.537
88,-212.58033333333333,283.61441666666667,-769.5340833333335
89,586.3598333333333,-450.05741666666665,-75.80241666666666
90,-443.67324999999994,-179.75175000000002,-197.07500000000002
91,505.40025,-472.97574999999995,560.0755
92,138.70166666666668,-738.4773333333334,-273.72433333333333
93,41.91025,-89.42575000000001,-72.9845
94,-235.40758333333332,521.9756666666666,652.9319166666667
95,625.49725,-292.2915,-828.70575
96,262.68216666666666,-762.4068333333332,-399.7753333333333
97,-370.0275,370.595,305.9325
98,-379.38533333333334,46.12166666666667,586.7636666666667
99,-79.74758333333334,218.61166666666665,104.63591666666666
100,313.8686666666667,239.4954166666667,225.13591666666667
101,29.132499999999997,-210.632,483.9995
102,-153.34625,217.78300000000002,902.0632499999999
103,197.34775000000002,200.51525,-108.363
104,18.202083333333334,328.3658333333333,635.9320833333334
105,178.67025,-559.9225,-594.24775
106,-384.59849999999994,184.3195,-772.221
107,-334.5470833333333,-102.02783333333333,230.07491666666664
108,877.9634166666667,-498.5805833333334,317.11716666666666
109,31.975250000000003,-321.12174999999996,-559.3534999999999
110,-146.47899999999998,375.4265,491.5525
111,-135.38483333333335,93.40316666666666,-437.5183333333333
112,149.203,-105.0925,-266.6105
113,383.26008333333334,-154.8849166666667,513.1248333333333
114,-53.318416666666664,549.0038333333333,459.8145833333334
115,-250.95058333333333,142.4766666666667,-592.0260833333333
116,-108.38441666666665,395.82058333333333,192.06383333333335
117,326.66566666666665,-356.1558333333333,-152.00983333333335
118,263.83466666666664,-12.839583333333334,-15.495083333333335
119,-488.73425,394.47950000000003,-670.2452499999999
120,-517.3991666666667,308.81233333333336,-335.91316666666665
121,-159.25333333333333,73.12391666666667,202.62941666666666
122,44.792249999999996,-142.29625000000001,-585.996
123,15.887916666666667,303.1639166666667,-242.55183333333332
124,646.9323333333333,-767.8031666666667,291.37083333333334
125,103.94408333333332,199.48933333333335,296.06658333333337
126,-187.49758333333332,335.7224166666667,-10.724833333333333
127,363.6928333333334,204.57183333333333,-128.76466666666664
128,135.228,39.2425,-539.9705
129,690.28675,-619.85625,-197.9305
130,-273.9923333333333,510.2791666666667,-627.7868333333333
131,154.16683333333333,-328.1236666666667,230.45683333333335
132,-88.29666666666667,361.10308333333336,-80.30641666666668
133,-185.541,207.12475,-438.08375
134,-532.21025,100.37975,538.3305
135,26.584083333333336,-28.016666666666666,248.93258333333335
136,181.55433333333332,72.87233333333333,704.0733333333333
137,-164.01058333333333,12.233416666666667,-457.72283333333337
138,71.41566666666667,-152.67258333333334,-401.2430833333333
139,-335.42125,-110.21925,-48.859500000000004
140,-489.0783333333334,452.3219166666667,584.2564166666666
141,-355.23491666666666,125.68633333333332,-91.95141666666666
142,-982.9229166666667,618.8418333333333,-231.41891666666663
143,-530.5589166666666,940.2183333333332,-143.1594166666667
144,-456.4064166666667,367.83433333333335,-123.92791666666668
145,366.34833333333336,-159.56041666666664,356.71208333333334
146,-419.2899166666666,265.0155833333333,-377.2256666666667
147,-132.38191666666665,-373.19891666666666,619.0808333333333
148,-248.61191666666667,351.15908333333334,-716.0471666666666
149,458.6815,170.63924999999998,-92.82075
150,538.5075,-692.0137500000001,-483.99375000000003
151,-119.80775,1.1892500000000013,-415.88149999999996
152,-39.94558333333333,431.27791666666667,194.16766666666666
153,-333.17383333333333,369.64141666666666,433.0324166666667
154,-581.65475,669.51725,135.6375
155,218.4375,305.95175,102.11075000000001
156,62.836416666666665,235.54916666666668,354.1144166666666
157,-116.90716666666667,422.1795833333333,632.2275833333333
158,-98.59191666666668,116.19608333333333,-341.10416666666663
159,39.809083333333334,500.4628333333333,155.22808333333333
160,82.048,-292.46150000000006,-757.0864999999999
161,-194.59825,94.72175000000001,-609.6235
162,-253.15633333333335,-467.62458333333336,412.28091666666666
163,-261.67608333333334,157.25541666666666,-313.0793333333333
164,-359.96375,453.584,215.87975
165,-464.529,637.896,379.13300000000004
166,30.523833333333336,-277.9291666666667,508.9053333333334
167,-668.1199166666667,454.0710833333334,-211.45116666666667
168,-97.05183333333333,-236.13808333333333,-547.3100833333333
169,-305.34566666666666,493.59183333333334,-56.74616666666667
170,-642.3773333333334,412.46341666666666,-641.5860833333334
171,-352.2010833333333,249.3756666666667,-49.67458333333334
172,-154.34066666666666,78.70933333333333,64.13133333333333
173,157.09066666666666,-432.76983333333334,-391.8208333333333
174,97.92816666666666,-162.60308333333333,547.1749166666667
175,-327.82291666666663,73.04883333333333,-698.7259166666666
176,-97.6735,-142.89325,-163.93325
177,7.554500000000002,-400.16700000000003,131.1125
178,417.4285,-754.06925,-629.85925
179,213.62975000000003,-267.47775,451.348
180,-485.3445833333334,361.8534166666667,328.9911666666667
181,221.60525,-480.42550000000006,-141.67975
182,11.395249999999997,262.15625,638.9485
183,-239.85233333333332,-130.74033333333333,7.092666666666667
184,120.67325,-163.91175,-629.2615
185,131.32941666666667,-169.4030833333333,755.5736666666667
186,449.42041666666665,-550.6725833333334,-729.2478333333333
187,-586.9049166666666,507.0020833333333,-254.59716666666668
188,-256.0611666666667,379.60583333333335,-451.04466666666667
189,-730.59875,79.73949999999999,357.35925
190,74.28283333333333,-169.11116666666666,216.32833333333332
191,85.41624999999999,244.69349999999997,-941.6097500000001
192,-310.3573333333334,128.28191666666666,118.57541666666665
193,-530.6646666666666,927.8490833333333,92.31558333333334
194,-832.8508333333334,888.9749166666668,-537.6240833333334
195,-624.19625,939.1600000000001,-41.463750000000005
196,-575.5235833333334,494.4136666666667,672.6099166666667
197,-138.84883333333332,142.44141666666667,-540.0925833333333
198,408.97166666666675,-306.2343333333333,565.7626666666667
199,650.14675,-424.03925,608.3925
200,159.20833333333331,-471.25666666666666,690.5483333333333
201,73.0905,169.14875,-485.73924999999997
202,3.6020833333333324,351.9000833333333,-322.00216666666665
203,-716.0039999999999,869.0210000000001,247.483
204,276.94075,-736.9085,464.46775
205,-246.75425,430.341,528.9132500000001
206,104.71958333333333,379.64758333333333,-266.86716666666666
207,44.0265,-168.23575,-778.29075
208,-311.33416666666665,809.8943333333334,-552.0601666666666
209,36.46491666666667,-547.4740833333333,-410.4908333333333
210,46.82533333333334,-286.4399166666667,888.1145833333333
211,585.04575,-504.35074999999995,280.805
212,232.78366666666668,-11.292833333333334,99.00916666666667
213,468.2156666666667,-687.2315833333333,-284.48408333333333
214,308.3709166666667,48.827416666666664,563.3016666666666
