,n1,n2,n3
0,-0.0003921236577028135,-0.0013005569336533886,-0.0004215583342605226
1,-0.0008190393543468339,-0.0008773903686787707,-0.0014166836002126111
2,-0.0005043994202364459,0.0010992543601659973,-0.0010431091859311374
3,-0.0005725054487763716,-0.0007627566298459515,0.0016565606767071132
4,-0.0002202733396819076,-0.0007437487280574108,-0.00010745790918633216
5,0.0005752196223424912,-4.065239573136387e-05,-0.0005604647970837294
6,-0.00010489105991531725,9.851938593100854e-05,-0.0006444430731979173
7,-0.0004791426589124476,-0.0013773997577735887,-0.0019246932080402457
8,-0.0009661704259182188,-0.00021072195199684104,-0.00027509925429205985
9,-0.00035660382256525445,-0.0001871574941361856,-0.00014766619183684856
10,-0.0009314624702410083,0.0005894311894723604,-0.0019220584972690967
11,0.0011019853787002265,-0.0015995222017854043,-0.0005306775821343505
12,-0.0003104396763512373,0.0002936986153465966,-5.351815256840302e-05
13,-0.00022285877430812048,-0.0007826534556488072,0.0003281573480711615
14,0.0007534645975298526,-0.0003255299503633351,-0.002379295111999823
15,0.00101365179491199,0.0012568753858395443,2.413927896216311e-05
16,-0.0009862282717729995,0.001351873013893693,-0.00010916461320861683
17,0.0002224719428633097,0.0008386873691746712,-0.0007687908524488044
18,0.0013054326254927887,1.2728394563046993e-05,2.66614607794596e-05
19,-5.176275196605096e-05,-0.0014081938724277573,-0.000769924096782346
20,0.0004200093417209682,-0.0008068157686109054,0.000482253555397907
21,0.0003318980624991662,0.00032583392694885197,0.00026096657045998487
22,-0.0002394535423861883,-0.00046577591056647886,0.0006174165087908445
23,0.002178196651017334,-0.00039458992147234687,0.0004243509445770553
24,0.0008723298002234975,-0.0012745591316617394,-0.0004165806684251314
25,-0.002228122612451538,0.0012049747059986473,-0.0006759394605515001
26,0.0007755068824436913,-0.000874024742224099,-0.0015927219244749264
27,-7.492753594033087e-05,0.0006127595256697482,-0.000713172098516638
28,0.0008936387636640434,-0.0005531566807601212,0.0002929948224370488
29,-0.00034033451772722695,-0.0007823217281020319,-0.0002366836635072369
30,-0.00047013894412152634,-0.0004044927445441043,5.560258616389745e-05
31,-0.0012817659287346443,-0.0006723957111778567,-0.0009413110208069575
32,-0.00042364371053888405,-0.0005096260755980704,-0.00047474291606271484
33,0.00045996939126640357,-0.000676125252884249,0.0005508053724053493
34,3.945636405876013e-05,0.0001344865408892085,-0.0004447960659847965
35,0.0005698854029350287,0.00010253759611319547,-0.000971868717857731
36,-0.0016052635677382464,0.0017469714720133778,-0.0014196648726596992
37,0.00011489418291231197,0.0007427789701990786,-0.0006016390634903799
38,-0.0007387661426024473,-0.000874722577141095,-0.0009902887911386788
39,-0.0006109032231888124,-0.00034190054842503446,0.000666303954324164
40,6.789852199360019e-05,0.000581487524212767,-4.468941932621404e-06
41,-0.0004135916843191411,-0.0007406086484082199,-0.0009975765046435136
42,-0.0002113115374788785,-0.0007248895733429691,-0.0005929150559599201
43,0.0018666474529879162,-0.0018600761569053776,-0.0007332711228253824
44,0.0008123338328511389,-0.00011235235246830641,-0.0006480686268472173
45,-0.0016744856190835699,-5.306877685063143e-07,-0.0005882782334588172
46,7.10987683065853e-05,4.404103686896511e-05,-0.00018525520199350227
47,-0.001993450412020545,0.0004530048277833977,-0.0002153730320261151
48,-0.00037086498463442005,-0.0003571241362423454,-5.8058037702403854e-05
49,0.000523088422344297,0.0010242776039088917,-0.0003717307091432812
50,0.0005225495954712383,-0.00028891641998369925,-0.0011282685497648974
51,6.3610704093778475e-06,-0.0012706116169437856,-0.0008180642880775948
52,-0.0003228875994029715,-0.00032973420769417396,0.0005044288058940879
53,-0.001295348245063198,0.001182360611523437,-0.001355900984549571
54,0.00010447103891681841,8.656896594997146e-05,-0.0007785029634861601
55,0.0009259097360661758,3.4323863737374324e-05,-0.0005799423000262278
56,0.00022015381979494921,0.0002975694092860234,0.0003192679041454556
57,-0.0007882933170540217,-0.00046473860707499197,-0.0005902003157588056
58,-6.896818949138697e-06,-0.0006956257740272005,-0.000613990494919987
59,-0.0010463402019346647,-0.0002846100431503867,-8.236377598152015e-05
60,0.00024549030813905627,0.0006322227316155706,6.607043145512163e-05
61,-0.0007556064171005725,0.0006441101030892663,0.00014059813064189663
62,0.0010510824235982065,2.9793885843077024e-06,-0.0007493519606244421
63,-0.0012240606550230947,-0.00019845194320340155,0.00013420611510804332
64,0.00037554992722754017,-0.00022584917375228423,0.00015980679744714713
65,0.0003461219155572728,0.0014578627957573982,-0.001190268642672238
66,-0.0017790941486118704,-0.001565022540230394,-0.001244392443773236
67,-0.0013791739924586765,0.0005734414511300041,-0.0010939518678095557
68,0.0003882531829346421,-0.00023349370076299557,-0.0016582849044090224
69,-0.0003342633426619097,0.0010833938811983315,-0.001323727416366716
70,-0.0008480150221087889,-0.0006516810086989698,-0.0004778846481226424
71,-0.00020058170852629387,-0.0010253775456740659,-0.0012045038112979383
72,0.00021572456446349725,-0.00020870076546346673,-0.0010030233046299116
73,0.0011352399056446584,-0.0006033888573513586,0.0008064186252670388
74,-0.0007919515116700133,-0.0002905980674609781,0.0008763983519076257
75,0.0007377714363965213,-0.0016984208508099873,-0.000444077464980111
76,0.0005488869158221626,0.0008933867240048382,3.466272425659933e-05
77,-0.0018274299471704926,0.0006192994949309796,-0.0008668732573348615
78,0.0006525475587902676,-0.00020111862253347238,-0.0006573073445119175
79,-0.00014589984842172275,0.0002249078690419598,-0.0008786333539668068
80,0.00025507477541082853,0.0005262348826533137,-7.848328724938125e-05
81,-0.000994386277673048,-0.0014856357446919365,-0.0016850929334697234
82,-0.0014284938426841428,-0.00014817977539947013,0.0012460207572755786
83,-0.0011650085973225468,0.0012216042364367554,-0.0004717769717300867
84,-0.00013806425612661755,-0.00022719129557737753,0.0008572409104824398
85,-0.0013078621438629408,-6.985216447664977e-05,-0.001092752870327245
