,dataset,n_observations,approach,parameter,parameter_value,avg_time,time_0,time_1,time_2,time_3,time_4,agreement_kendall_0,agreement_kendall_1,agreement_kendall_2,agreement_kendall_3,agreement_kendall_4,agreement_jaccard2_0,agreement_jaccard2_1,agreement_jaccard2_2,agreement_jaccard2_3,agreement_jaccard2_4,agreement_euclidean_0,agreement_euclidean_1,agreement_euclidean_2,agreement_euclidean_3,agreement_euclidean_4,fidelity_0,fidelity_1,fidelity_2,fidelity_3,fidelity_4
0,Higher Education,100,rank,,,45.33263244628906,46.01461625099182,45.21088457107544,45.054075717926025,45.059107065200806,45.32447862625122,,,,,,,,,,,,,,,,0.9999897520456198,0.9999897520456198,0.9999897520456198,0.9999897520456198,0.9999897520456198
1,Higher Education,100,rank,coalition_size,1.0,14.280343627929687,14.17854118347168,14.262787103652954,14.295090436935425,14.362382650375366,14.302916765213013,0.9170000000000001,0.9170000000000001,0.9170000000000001,0.9170000000000001,0.9170000000000001,0.94,0.94,0.94,0.94,0.94,0.9431647626512887,0.9431647626512887,0.9431647626512887,0.9431647626512887,0.9431647626512887,0.9999897520456198,0.9999897520456198,0.9999897520456198,0.9999897520456198,0.9999897520456198
2,Higher Education,100,rank,coalition_size,2.0,31.14820351600647,31.119789361953735,31.216527700424194,31.023720026016235,31.228584051132202,31.15239644050598,0.935,0.935,0.935,0.935,0.935,0.9533333333333333,0.9533333333333333,0.9533333333333333,0.9533333333333333,0.9533333333333333,0.96321537403618,0.96321537403618,0.96321537403618,0.96321537403618,0.96321537403618,0.9999897520456198,0.9999897520456198,0.9999897520456198,0.9999897520456198,0.9999897520456198
3,Higher Education,100,rank,coalition_size,3.0,42.37688574790955,42.5680410861969,42.58661460876465,42.334654569625854,42.18088889122009,42.214229583740234,0.9869999999999999,0.9869999999999999,0.9869999999999999,0.9869999999999999,0.9869999999999999,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.982378266223826,0.982378266223826,0.982378266223826,0.982378266223826,0.982378266223826,0.9999897520456198,0.9999897520456198,0.9999897520456198,0.9999897520456198,0.9999897520456198
4,Higher Education,100,rank,coalition_size,4.0,45.31389646530151,45.23088479042053,45.41537690162659,45.495147466659546,45.24996781349182,45.17810535430908,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999897520456198,0.9999897520456198,0.9999897520456198,0.9999897520456198,0.9999897520456198
5,Higher Education,100,rank,sample_size,20.0,1.3152243137359618,1.299851417541504,1.31184720993042,1.309133529663086,1.323915719985962,1.331373691558838,0.951,0.92,0.934,0.904,0.937,0.96,0.94,0.9599999999999999,0.96,0.9466666666666668,0.9566549793575896,0.9504783242737321,0.959556135621556,0.9606028740184536,0.9553659316146766,0.9999897520456198,0.9999897520456198,0.9999897520456198,0.9999897520456198,0.9999897520456198
6,Higher Education,100,rank,sample_size,50.0,2.3130938529968263,2.31911301612854,2.3173835277557373,2.3608405590057373,2.2757065296173096,2.2924256324768066,0.9530000000000001,0.95,0.9680000000000001,0.9710000000000001,0.948,0.9666666666666667,0.9533333333333335,0.9799999999999999,0.9933333333333333,0.9533333333333333,0.9685990438066392,0.9644020954842455,0.9692324921575535,0.9738943451328815,0.9732133339835571,0.9999897520456198,0.9999897520456198,0.9999897520456198,0.9999897520456198,0.9999897520456198
7,Higher Education,100,rank,sample_size,100.0,3.91910605430603,3.924569845199585,3.9203920364379883,3.929381847381592,3.9403929710388184,3.880793571472168,0.99,0.9680000000000001,0.99,0.9760000000000001,0.98,1.0,0.9666666666666667,0.9866666666666667,0.9866666666666667,1.0,0.9831076844507229,0.9759582270881643,0.9840765005613854,0.9819880530615334,0.9824191632228068,0.9999897520456198,0.9999897520456198,0.9999897520456198,0.9999897520456198,0.9999897520456198
8,Higher Education,100,rank,sample_size,250.0,8.751126861572265,8.70710277557373,8.760221719741821,8.69661021232605,8.832906484603882,8.758793115615845,0.986,0.98,0.988,0.9840000000000001,0.988,0.9933333333333334,0.9866666666666667,0.9933333333333334,0.9799999999999999,0.9933333333333333,0.9896926406815001,0.9830370362599372,0.9899815024065813,0.9887964576847443,0.9889767582526942,0.9999897520456198,0.9999897520456198,0.9999897520456198,0.9999897520456198,0.9999897520456198
9,Higher Education,100,rank,sample_size,500.0,16.69235429763794,16.721531867980957,16.705161571502686,16.65548086166382,16.656368494033813,16.723228693008423,0.998,0.985,0.995,0.995,0.993,1.0,0.9866666666666667,1.0,1.0,0.9933333333333334,0.99365129367995,0.9921688792030937,0.9944137402667177,0.9948223741850046,0.9935373254777327,0.9999897520456198,0.9999897520456198,0.9999897520456198,0.9999897520456198,0.9999897520456198
