,dataset,n_observations,approach,parameter,parameter_value,avg_time,time_0,time_1,time_2,time_3,time_4,time_5,time_6,time_7,time_8,time_9,agreement_kendall_0,agreement_kendall_1,agreement_kendall_2,agreement_kendall_3,agreement_kendall_4,agreement_kendall_5,agreement_kendall_6,agreement_kendall_7,agreement_kendall_8,agreement_kendall_9,agreement_jaccard2_0,agreement_jaccard2_1,agreement_jaccard2_2,agreement_jaccard2_3,agreement_jaccard2_4,agreement_jaccard2_5,agreement_jaccard2_6,agreement_jaccard2_7,agreement_jaccard2_8,agreement_jaccard2_9,agreement_euclidean_0,agreement_euclidean_1,agreement_euclidean_2,agreement_euclidean_3,agreement_euclidean_4,agreement_euclidean_5,agreement_euclidean_6,agreement_euclidean_7,agreement_euclidean_8,agreement_euclidean_9,fidelity_0,fidelity_1,fidelity_2,fidelity_3,fidelity_4,fidelity_5,fidelity_6,fidelity_7,fidelity_8,fidelity_9
0,Synthetic_2,100,rank_rank,,,14.185997915267944,14.201867580413818,14.180198431015015,14.248376369476318,14.17249321937561,14.164735555648804,14.142506837844849,14.195034980773926,14.23650336265564,14.127932071685791,14.190330743789673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,Synthetic_2,100,rank_rank,coalition_size,1.0,10.682056021690368,10.67207932472229,10.675620555877686,10.662014961242676,10.645178318023682,10.731160640716553,10.630765438079834,10.671890497207642,10.736552953720093,10.666576147079468,10.728721380233765,0.9933333333333334,0.9933333333333334,0.9933333333333334,0.9933333333333334,0.9933333333333334,0.9933333333333334,0.9933333333333334,0.9933333333333334,0.9933333333333334,0.9933333333333334,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.9032859616478648,0.9032859616478648,0.9032859616478648,0.9032859616478648,0.9032859616478648,0.9032859616478648,0.9032859616478648,0.9032859616478648,0.9032859616478648,0.9032859616478648,0.9202072966666667,0.9202072966666667,0.9202072966666667,0.9202072966666667,0.9202072966666667,0.9202072966666667,0.9202072966666667,0.9202072966666667,0.9202072966666667,0.9202072966666667
2,Synthetic_2,100,rank_rank,coalition_size,2.0,14.183740639686585,14.239019870758057,14.215954780578613,14.19044041633606,14.162322998046875,14.152196645736694,14.11894178390503,14.197724342346191,14.152139663696289,14.176835060119629,14.231830835342407,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,Synthetic_2,100,rank_rank,sample_size,20.0,0.3735245943069458,0.3754727840423584,0.37691712379455566,0.3621079921722412,0.3763878345489502,0.3924105167388916,0.3766968250274658,0.36478400230407715,0.37519073486328125,0.3667440414428711,0.3685340881347656,0.97,0.9666666666666667,0.96,0.98,0.9333333333333335,0.9566666666666666,0.9766666666666667,0.9533333333333335,0.9600000000000002,0.9566666666666666,0.9266666666666667,0.8866666666666666,0.9333333333333335,0.9266666666666667,0.8933333333333333,0.9333333333333335,0.94,0.9266666666666667,0.8866666666666667,0.9066666666666666,0.9650787836229752,0.9585528175783489,0.96736042376172,0.9720408745052472,0.9529178671926782,0.9616575732879498,0.9721758715233603,0.9661517698698888,0.967576044155439,0.9547576364142211,0.9726947916666667,0.9584822916666667,0.975724125,0.9731941666666667,0.9608288333333334,0.9721610416666666,0.9747074166666667,0.9727998333333333,0.9743899583333333,0.96521425
4,Synthetic_2,100,rank_rank,sample_size,50.0,0.6015481233596802,0.5860776901245117,0.591935396194458,0.5962350368499756,0.5980098247528076,0.6098928451538086,0.6112499237060547,0.586956262588501,0.610609769821167,0.6148722171783447,0.6096422672271729,0.98,0.9733333333333334,0.9633333333333334,0.9733333333333334,0.9766666666666667,0.9633333333333334,0.97,0.9566666666666667,0.9866666666666667,0.9866666666666666,0.9333333333333335,0.92,0.94,0.9533333333333333,0.9133333333333333,0.9466666666666668,0.9466666666666668,0.9133333333333333,0.9533333333333335,0.98,0.9763001690937904,0.9763342282886635,0.9754310308482053,0.9742785294091767,0.9702930343744512,0.9783467788108047,0.979982656704822,0.977120104687623,0.9848355077359996,0.982680359169384,0.97924605,0.9749136,0.9779856666666666,0.9797714166666667,0.97484095,0.9811852666666666,0.9832441,0.97768865,0.98642885,0.9864446166666667
5,Synthetic_2,100,rank_rank,sample_size,100.0,0.9769748449325562,0.9862229824066162,0.9705281257629395,0.9762969017028809,0.9729113578796387,0.9711647033691406,0.9924840927124023,0.9774842262268066,0.9817159175872803,0.984673023223877,0.9562671184539795,0.9866666666666666,0.98,0.9866666666666667,0.9766666666666667,0.98,0.9766666666666666,0.9866666666666667,0.9666666666666666,0.9733333333333333,0.9766666666666667,0.9733333333333334,0.9533333333333333,0.98,0.94,0.9533333333333335,0.96,0.9733333333333333,0.94,0.9466666666666668,0.9333333333333332,0.9869881619671051,0.9844147474920638,0.9863703709167118,0.9805130716632448,0.9854797324465882,0.9881496057820854,0.9835117991199018,0.9809655883761779,0.9840723573678224,0.984820318370275,0.9898094333333334,0.987956,0.9874015666666667,0.9844565083333333,0.9862404916666667,0.989962075,0.9884118083333333,0.9845175416666667,0.9880660166666667,0.986863125
6,Synthetic_2,100,rank_rank,sample_size,250.0,2.060405445098877,2.062251329421997,2.0427675247192383,2.069517135620117,2.0681989192962646,2.043114185333252,2.0795938968658447,2.0649967193603516,2.082404136657715,2.0639381408691406,2.0272724628448486,0.9833333333333334,0.9833333333333334,0.9833333333333334,0.9933333333333334,0.9966666666666667,0.9866666666666667,0.9866666666666667,0.99,0.99,0.9933333333333333,0.98,0.9933333333333334,0.9733333333333334,0.9933333333333334,1.0,0.9866666666666666,0.9666666666666666,0.98,0.98,0.98,0.9897506758138681,0.9907403401609751,0.9893001573170207,0.9878207265656048,0.9925960424792488,0.992848080230817,0.9894227437702527,0.9912234497373028,0.9938897392252851,0.9927545934255814,0.9915398366666667,0.9922617,0.9930501633333333,0.9874538866666667,0.9924113033333334,0.99436768,0.9939604733333334,0.9899845533333334,0.9944714100000001,0.9938641033333333
7,Synthetic_2,100,rank_rank,sample_size,500.0,3.8046890020370485,3.8283276557922363,3.7889366149902344,3.8307478427886963,3.7879226207733154,3.81518292427063,3.824841260910034,3.782287120819092,3.802586317062378,3.78018856048584,3.8058691024780273,0.9933333333333334,0.9933333333333334,0.9933333333333334,0.9966666666666667,0.99,0.9866666666666666,0.9966666666666666,1.0,0.9933333333333334,0.9933333333333334,0.9933333333333333,0.9933333333333334,0.98,0.9866666666666667,0.9733333333333334,0.98,0.98,0.9866666666666666,0.9933333333333333,0.98,0.9956261803657953,0.9940118817264212,0.993966615573034,0.9940425475678285,0.9925402485959097,0.9947177247398509,0.9936169983417505,0.9925202319735987,0.9963218226709197,0.9949741461196417,0.99665639,0.9948269866666667,0.994164285,0.99305984,0.993166175,0.99634198,0.9945539733333333,0.9903948133333333,0.997310535,0.9955125783333333
8,Synthetic_2,100,rank_rank,sample_size,1000.0,7.28580596446991,7.274768829345703,7.281065464019775,7.26264214515686,7.3207011222839355,7.310828447341919,7.295937776565552,7.274313926696777,7.235090970993042,7.307746887207031,7.294964075088501,0.9966666666666667,0.9966666666666667,1.0,0.9966666666666667,0.9933333333333333,0.9866666666666666,1.0,0.9966666666666667,1.0,0.9933333333333334,1.0,0.9933333333333334,0.9933333333333334,1.0,0.98,0.98,0.9933333333333333,0.9866666666666666,1.0,0.9933333333333334,0.9961575467102164,0.9955530830007092,0.9956368850242333,0.9975477100168273,0.9965780390043936,0.9949797005211568,0.9969095633343537,0.996984495529542,0.9982575016592503,0.9960868667403407,0.9961459058333333,0.9968564416666666,0.9950690608333334,0.9982439658333333,0.9974885916666667,0.99690663,0.9972616358333334,0.996526185,0.9984873575,0.9964800008333333
9,Synthetic_2,100,rank_rank,sample_size,1500.0,10.748078346252441,10.745712518692017,10.756667852401733,10.730939626693726,10.789546489715576,10.741616010665894,10.714520692825317,10.783716201782227,10.76472806930542,10.703429698944092,10.749906301498413,1.0,1.0,1.0,1.0,0.9933333333333333,1.0,0.9966666666666666,1.0,1.0,1.0,1.0,1.0,0.9933333333333334,1.0,0.9866666666666667,1.0,0.9933333333333334,1.0,1.0,1.0,0.9974552528950433,0.9984060890779584,0.9966321244461355,0.9981053202690618,0.9969573508667855,0.9970583332417163,0.9976918632171384,0.9985652000025169,0.9984142615676097,0.9985769956121815,0.9986414788888889,0.9984458855555556,0.9957668666666667,0.99824854,0.9987268922222222,0.9972464988888889,0.9986266416666667,0.9988152872222222,0.9980161655555555,0.9990834055555555
