,n1,n2,n3
0,0.02935256811864844,0.0690299498388073,0.05119226943624106
1,0.32975026971587035,0.06646079692885934,0.2566153465618736
2,0.1693372376709609,0.2773513800636418,0.22214579947400134
3,0.26240490728689686,0.11685870578399389,0.17051127437283095
4,0.05207770188044535,0.061805530208832005,0.030689054053794088
5,0.3313263144839967,0.2578572456857222,0.3522871751979649
6,0.19779951881131694,0.13681789427301222,0.1426212062253255
7,0.11105443586482179,0.1845116694100357,0.2016825190372985
8,0.013736115405824261,0.01020802611436542,0.010072866984062463
9,0.05259598749932239,0.11691053730460885,0.05360503097395764
10,0.23372722983418356,0.2980038494969145,0.34470713977845663
11,0.3463082952664824,0.29353508175803983,0.2786158525902851
12,0.255198029810432,0.29423874400445366,0.36051820367385845
13,0.4150276582904546,0.12271147082137265,0.3492043426240405
14,0.0027632203972973546,0.0048069117904318715,0.003935620688708945
15,0.20039717165869889,0.12135500997222626,0.2375274581889846
16,0.32402122131044764,0.1379148160017403,0.34746866503898755
17,0.23872427329775406,0.1062477737527663,0.16378233013807386
18,0.11100588235005007,0.32133411795675265,0.2079801597732371
19,0.04951608444090728,0.2274620895438073,0.1282244273159357
20,0.18302159484421576,0.0651842396470662,0.1364865116818045
21,0.21482029386397503,0.27068922544536905,0.3914289499252732
22,0.09886353169283142,0.04384560702855307,0.04688565867731487
23,0.11491866352737068,0.14323332220304513,0.14855136594542204
24,0.14422143186156428,0.16972573630739773,0.21781871477250864
25,0.04079546591002898,0.0948443648545654,0.04795196513335456
26,0.29120246376551645,0.23109290653689946,0.35914535005776405
27,0.1428208102163543,0.2211006316578157,0.18735419594473934
28,0.408587609442403,0.10688200669770268,0.2429095734546915
29,0.15079708176008177,0.16335649683715403,0.1615842903372314
30,0.22663960125619712,0.1885576972212163,0.25563811923144086
31,0.07230877554118395,0.2017406991395618,0.19918714362840872
32,0.0831296521231996,0.05395005052762137,0.07952860150125506
33,0.009997872518762,0.006011440013687442,0.007002193220427012
34,0.08129583333317136,0.048492661661890306,0.061307052778825206
35,0.3299223645241639,0.24432116800740486,0.40074396121530453
36,0.030090183235440555,0.010341062429676692,0.016597268592011362
37,0.07283175161559838,0.03800964034744843,0.027227642554211815
38,0.25638557227537884,0.002664505508947713,0.18717303377145125
39,0.08397372744253824,0.13168351865100214,0.07899007756829043
40,0.31903339876494713,0.22557451628693184,0.33883380580855105
41,0.26757048606781164,0.21432283370080857,0.38453989683968376
42,0.30701871481193926,0.24582715429464871,0.447154130893412
43,0.24036213127456293,0.15110536349845413,0.24234941368120994
44,0.006079602431701708,0.0032642396107608737,0.0046631614592883034
45,0.07087822507347201,0.11475479440834749,0.0609902921740084
46,0.05496445690137289,0.05977807984580796,0.05434200552395474
47,0.21751226537841598,0.1352771811465324,0.2194966965465875
48,0.3542593262141281,0.1842770220258971,0.26586585286052494
49,0.23925504423270808,0.2563517324491642,0.31129667504399056
50,0.1686881068903381,0.2653566439522686,0.2678061746201247
51,0.42590340269721016,0.17381437055117857,0.3227434573669188
52,0.07383045790373588,0.08528178541366893,0.08000731646248511
53,0.25177064926935455,0.301046976372915,0.379148357349226
54,0.312434850725784,0.22641376351855483,0.4516466333794731
55,0.018185224520285242,0.017780516668094125,0.0165605219431864
56,0.14726718035806463,0.3381831900373951,0.24091281119533564
57,0.16522380832147887,0.10615256383000496,0.12682272739829098
58,0.16564803139992829,0.05456025680579974,0.09695029108391669
