n1,n2,n3
0.5897865972522334,0.41599457924206895,0.512256370802733
0.22909282717268825,0.6818435207994687,0.3641290815098297
0.7302146449194862,0.3444201045913154,0.5875046839521244
0.48402766607995357,0.5255858983214978,0.5884158235364402
0.4711142097695253,0.5931501728115188,0.4544686930689509
0.6601684932630943,0.3400402892220424,0.5722360011011619
0.6408733341793758,0.3393065441955725,0.6361973386481607
0.32434507930951895,0.655438612146293,0.3712568064520016
0.5099454850914712,0.4632171614479517,0.5654090848683394
0.452598285663845,0.49408130689714685,0.4721802045075627
0.29648948182761353,0.6507595260514114,0.42393185610891865
0.6210588935370528,0.39437682257849277,0.5878854675659884
0.5728844442672677,0.35223358458990256,0.6729697941720416
0.4418529159608295,0.5640599228826171,0.47676010326347645
0.4632723435981393,0.43475247151833646,0.4790643694881651
0.46945086708705636,0.5352219683364224,0.42532456897720117
0.30752952766097186,0.5910949530311831,0.3584578540521616
0.27154497794770177,0.7289437888778588,0.4680161615295307
0.45439542087672397,0.4854655539541035,0.3606827594707101
0.5341861756835705,0.40502175376211397,0.4704603801284141
0.44627688065951643,0.45298766234054116,0.42002046209707994
0.45344465305566195,0.43696494135975944,0.45896404415196734
0.6307878219283598,0.21307248109807625,0.5484060599599845
0.6815456214440536,0.3228392449248531,0.673124808613231
0.5252374611133953,0.628792269147297,0.7322194870280396
0.5237175321173043,0.42700123194399325,0.6024308864171809
0.5550483928449378,0.41328958932521714,0.4806343705711465
0.32732929160800306,0.7134329916650975,0.671183668292572
0.5307522235897673,0.4605881040733368,0.34471523258926157
0.642592457542017,0.4037861470330754,0.6244302072201103
0.41869393992612963,0.4965813953767013,0.4107109362796959
0.44528325588906775,0.7003567947748722,0.7055217717781715
0.7825127222459346,0.2987535253026692,0.6442518526513689
0.3939488552780571,0.4755332933850028,0.4291393760340834
0.39878699198956535,0.6230337894110943,0.42828912541956654
0.37262194958978123,0.49155559987739844,0.38431661656648525
0.40232754848375657,0.5862734512034403,0.30793580406512056
0.5973371821846184,0.4345561150414086,0.6258417944912678
0.5606945481006539,0.42946817776022245,0.5316376381779773
0.8192417433876393,0.2528436653539101,0.6305246503366916
0.5910376902214609,0.4188495333979172,0.4257354469455077
0.5062808958772762,0.6565581920288575,0.6311970904785523
0.332045884167497,0.598777293238013,0.2869278217012205
0.3624330575973577,0.5796127440294843,0.5003731547617388
0.5494262979394808,0.417896232252981,0.4227434534443949
0.37188420741849554,0.5574908088065766,0.45751098202909674
0.4166945992338499,0.5161637510041036,0.4293632135165848
0.6320553356090658,0.4684604160020209,0.6211189711483968
0.4469272423478738,0.4131691458718017,0.6005918553417389
0.5389183340441458,0.48132089573657,0.5737842620722102
0.3767316882112481,0.5664511389158154,0.380665699623445
0.393013288253216,0.6129653678636695,0.5124676728382545
0.5500811909214798,0.4191430462018757,0.5567264055519993
0.5170667182880774,0.457176582137172,0.587414624974768
0.7340525259830465,0.34686074028930197,0.7006968526124461
0.2501109168832799,0.7130569736378812,0.4087615384726265
0.5607098724047328,0.5841532578893165,0.586417251690326
